Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion,student_id
A dramatic skyline featuring Marina Bay Sands under a colorful sunset sky.,Singapore,Partly Cloudy,Sunset,Summer,Sightseeing,Awe,1221574
Aerial view of Manhattan with Central Park at the center of towering skyscrapers.,USA,Clear,Afternoon,Summer,Sightseeing,Energy,1221574
A futuristic nighttime skyline glowing with gold and white lights across tall skyscrapers.,China,Clear Night,Night,Fall,City Exploration,Excitement,1221574
"Evening view of the Louvre Museum pyramid glowing under deep blue skies, showing the artistic and historic charm of Paris.",France,Cloudy,Evening,Not Clear,Sightseeing,Curiosity,1221636
Two women wearing traditional purple and pink kimonos walking on a historic street in Kyoto — capturing traditional Japanese culture and the peaceful charm of old-town Japan.,Japan,Not Clear,Afternoon,Fall,Walking,Curiosity ,1221636
"A rainy night at the Kaaba with worshippers praying on the wet marble floor, illuminated by the mosque lights, creating a peaceful and spiritual atmosphere.",Saudi Arabia,Not Clear,Evening,Winter,Praying,Nostalgia,1221636
"A bright daytime waterfall surrounded by green forest in Jeju Island, showing the island’s peaceful nature and famous lush scenery.",South Korea,Sunny,Morning,Spring,Sightseeing,Adventure,1221636
"A scenic view of the Rialto Bridge over the Grand Canal in Venice, showcasing the classic canal-city architecture and charm of Venice’s waterways under soft evening light.",Italy,Sunny,Afternoon,Spring,Walking around the city,Romance ,1221636
"A peaceful alpine village surrounded by green hills, autumn trees, and snowy mountain peaks, showing the natural beauty of the Swiss countryside.",Switzerland,Snowy,Afternoon,Fall,Sightseeing,Happiness,1221636
"An aerial view of the Colosseum surrounded by green parks and historic Roman buildings, showing the rich history and architectural beauty of Rome.",Italy,Sunny,Afternoon,Spring,Sightseeing,Excitement,1221636
"A stunning aerial view of a New Zealand coastline with turquoise water, white sand, and green rolling hills, showing the country’s natural beauty and peaceful landscapes.",New Zealand,Sunny,Afternoon,Summer,Relaxing,Happiness,1221636
"A nighttime view of the Northern Lights glowing over snowy rocks and the icy coastline of Iceland, creating a magical and dramatic winter landscape.",Iceland,Snowy,Evening,Winter,Sightseeing,Curiosity,1221636
"A calm turquoise lake surrounded by tall pine trees and snow-tipped mountains, with people canoeing peacefully across the water — showcasing Canada’s breathtaking natural scenery.",Canada,Sunny,Afternoon,Summer,Canoeing,Adventure,1221636
"Camp Nou stadium in Barcelona, a world‑famous football arena known for its electric atmosphere. I chose it because it represents passion, sports, and a dream visit for any football fan.",Spain,Sunny,Afternoon,Summer,Sightseeing,Excitement,1221697
"Times Square in New York City, full of bright lights, huge billboards, and nonstop energy. I chose it because it's one of the most iconic places in the world.",USA,Clear,Night,fall,Walking / City Exploring,Curiosity,1221697
"A scenic view of the Lofoten Islands with dramatic mountains, colorful fishing villages, and pure Arctic beauty. I chose it because it feels peaceful and unreal.",Norway,Sunny,Afternoon,Summer,Sightseeing,Adventure,1221697
Moraine Lake with its turquoise waters surrounded by high peaks in the Canadian Rockies. I chose it because its one of the most breathtaking lakes on Earth.,Canada,Clear,Evening,Summer,Relaxing / Viewing Nature,Happiness,1221697
"The Lapland region, known for snowy forests, reindeer, and magical winter landscapes. I chose it because its perfect for northern lights and cozy winter vibes.",Finland,Clear,Night,Winter,Snow Activities / Exploring,Nostalgia,1221697
"Hitachi Seaside Park covered with flowers, especially the blue nemophila fields. I chose it because it looks dreamy and peaceful.",Japan,Sunny,Afternoon,fall,Walking / Photography,Romance,1221697
Mendenhall Ice Caves with their glowing blue ice tunnels. I chose it because the frozen crystal-like caves look unreal and adventurous.,USA,Clear,Night,Winter,Hiking / Exploring,Adventure,1221697
"Dome of the Rock in Jerusalem, an iconic golden-domed shrine located in Al-Aqsa Mosque compound. I chose it because it represents deep spiritual meaning and timeless Islamic architecture.",Palestine,Sunny,Afternoon,Summer,Sightseeing,Nostalgia,1221697
"Al-Masjid Al-Haram in Makkah, the holiest mosque in Islam surrounding the Kaaba. I chose it because it�s a dream spiritual destination for every Muslim.",Saudi Arabia,Sunny,Afternoon,Summer,Worship,Peace,1221697
"Lake Thun surrounded by mountains and peaceful Swiss villages. I chose it because the scenery is calm, fresh, and beautiful.",Switzerland,Sunny,Afternoon,fall,Relaxing,Peace,1221697
"The image shows a bright aerial view of a modern city skyline with tall glass buildings. I chose this place because it looks clean, vibrant, and full of life.",United States,Sunny,Afternoon,Summer,No activity,Happiness,1221808
The image shows a stunning landscape with the Northern Lights glowing in bright green waves nearby waterfalls and I chose it because combination of the mountainand glowing sky.,Iceland,Cold,Evening,Winter,Sightseeing,Adventure,1221808
"The image shows an aerial view of overwater villas built above bright turquoise water, connected by wooden walkways and I chose this place because it looks peaceful and luxurious, with crystal-clear water.",Maldives,Sunny,Afternoon,Spring,Vacationing,Happiness,1221808
"The image shows the Christ the Redeemer statue standing tall on a forest-covered mountain,I chose this place because it is one of the most iconic landmarks in the world, representing culture, history, and stunning natural scenery.",Brazil,Cloudy,Evening,Summer,Photography,Excitement,1221808
"The image shows a llama standing in front of the ancient stone ruins , surrounded by steep green mountains.I chose this place because it is one of the most famous historical sites in the world, and the mix of nature.",Peru,Sunny,Morning ,Summer,Hiking,Nostalgia,1221808
"The image shows the Eiffel Tower rising into a clear blue sky. I chose this place because the Eiffel Tower is one of the most famous landmarks in the world, and it represents beauty, art, and romance.",France,Sunny,Afternoon,Summer,Sightseeing,Romance,1221808
"The image shows a bright red train crossing the Landwasser Viaduct, a tall stone bridge curving through a deep snowy valley.I chose this place because it looks like a magical winter landscape.",Switzerland,Snowy,Afternoon,Winter,Traveling,Melancholy,1221808
The image shows Big Ben standing tall beside the historic Houses of Parliament. A bright blue sky with white clouds fills the background .I chose this place because Big Ben is one of the most iconic landmarks in the world.,United Kingdom,Sunny,Morning ,Spring,Sightseeing,Nostalgia,1221808
"The image shows a volcanic crater surrounded by mountains under a soft, colorful sky. I chose this place because volcanic landscapes are rare, powerful, and beautiful.",Costa Rica,Cloudy,Afternoon,Spring,Hiking,Adventure,1221808
The image shows colorful hot-air balloons floating over the unique rocky landscape during sunrise. The warm orange light shines on the soft.I chose this place because the hot-air balloons and unusual rock formations make it look like a surreal.,Turkey,Sunny,Morning ,Summer,Hot-air balloon riding,Happiness,1221808
"Beautiful nature with magical waterfall, it makes me feel happy hiking on these mountains, especielly at sunset",Iceland,Cloudy,Afternoon,Fall,Hiking,Happiness,1221899
"I love how relaxing and beeautiful the Maldives beaches, they have good resorts with beautiful islands, want to visit it especielly in summer",Maldives,Sunny,Morning,Spring,Relaxing,Excitement,1221899
"Modern city with a lot of Excitement, The glowing Petronas Towers make the city look alive, especially at Evening.",Malaysia,Not Clear,Evening,Summer,Sightseeing,Excitement,1221899
This scene feels very calming; always wants to hike there and see the beautiful nature.,Japan,Cloudy,Morning,Spring,Hiking,Romance,1221899
"The ancient ruins surrounded by mountains give this place a mysterious and historic atmosphere, love to see the ruins and history of this ancient city",Peru,Cloudy,Afternoon,Summer,Hiking,Adventure,1221899
"The turquoise lake and snowy peaks look unreal, like a perfect postcard view of nature.",Canada,Cloudy,Afternoon,Summer,Sightseeing,Happiness,1221899
"These wooden houses in the Alps look warm and cozy, with the mountains adding a peaceful vibe, I want to visit it to see these magical views and feelings",Switzerland,Cloudy,Afternoon,Summer,Hiking,Nostalgia,1221899
"Big Ben always feels iconic to me, and the cloudy sky gives the city its classic British mood.",United Kingdom,Cloudy, Afternoon,Winter,Hiking,Curiosity,1221899
"The sunset colors, the city below and hiking to ride teleferik make this scene feel exciting and full of adventure.",Brazil,Cloudy,Afternoon,Winter,Hiking,Adventure,1221899
"This foggy forest road gives me a calm, mysterious feeling, like a quiet place to think and relaxing, I always love the feeling and sight of rain in nature especiely forests",Serbia,Rainy,Afternoon,Summer,Relaxing,Melancholy,1221899
"A peaceful green valley filled with Colombia�s famous tall wax palm trees. I chose this place because it represents the natural beauty of Colombia, and I�d love to visit somewhere calm, fresh, and surrounded by nature. It feels like an adventure and a connection to my background.",Colombia,Cloudy,Morning,Spring,Hiking,Adventure ,1221916
"Tokyo Tower and the surrounding city lights at night. I chose this place because Tokyo feels exciting and full of culture, modern architecture, and city energy that I want to experience.",Japan,Not Clear,Evening,Not clear,Sightseeing,Excitement,1221916
"The Nikola Tesla Museum building in Belgrade, showcasing exhibits about his inventions. I chose this place because I admire Tesla�s work and want to learn more about his life and groundbreaking discoveries.",Serbia,Sunny,Afternoon ,Not clear,Exploring,Curosity,1221916
A modern semiconductor fabrication facility in Taiwan � I chose this because as a computer engineer it represents the heart of global chip manufacturing and shows cutting edge technology in action.,Taiwan,Not clear,Evening,Not clear,Exploring ,Curosity,1221916
"Marina Bay Sands and Singapore�s modern cityscape � I chose this place because its infrastructure and urban planning are impressive, showcasing innovation and efficient design.",Singapore,Not clear,Evening,Not clear,Sightseeing,Excitement,1221916
"A typical New Jersey suburban home � I chose this place because I was born in the United States and many of my relatives still live there. It represents home, family and memories for me.",United States of America,Sunny,Morning,Spring,Visiting,Nostalgia ,1221916
A spread of traditional Italian dishes � I chose this place because I love Italy�s cuisine and want to experience its authentic flavors firsthand,Italy,Not clear,Evening,Not clear,Eating,Happiness,1221916
"A beautiful view of the taiga forest and mountainous landscape of Sikhote-Alin. I chose this place because it�s one of the rare sanctuaries where wild Amur tigers live freely in their natural habitat, showcasing untouched wilderness.",Russia ,Snowy,Afternoon ,Winter,Hiking,Happiness,1221916
"The Mezquita-Catedral de C�rdoba, an architectural marvel blending Islamic and Christian influences � I chose this place because it represents Spain�s rich history and some of the oldest mosques in Europe.",Spain,Sunny,Morning,Summer,Sightseeing,Awe,1221916
"A picturesque canal in Amsterdam lined with historic houses � I chose this place because I love the charm of Dutch cities, their canals, and colorful tulip gardens.",Netherlands,Sunny,Afternoon,Spring,Sightseeing,Happiness,1221916
A lively city with endless activities and famous foods. I chose it for sightseeing and trying the bagels.,USA,snowy,Afternoon,summer,urban,Curiosity,1221998
A country with charming towns and peaceful scenery. I chose it to relax and enjoy the atmosphere.,Italy,sunny,Afternoon,summer,urban,Romance,1221998
A historic religious city filled with sacred sites. I chose it for its spiritual meaning and sightseeing.,Palestine,snowy,Morning,winter,religious,Calm,1221998
A peaceful blue-colored city in the mountains. I chose it for relaxing and calm sightseeing.,Morocco,Not Clear,Afternoon,not clear,urban,Romance,1221998
"A land of waterfalls, mountains, and unique nature. I chose it for breathtaking sightseeing.",Iceland,not clear,Evening,winter,urban,Excitement,1221998
A modern city with skyscrapers and desert roads. I chose it to try drifting and exciting driving experiences.,UAE,sunny,Afternoon,summer,adventure,Adventure,1221998
A tropical country with amazing beaches. I chose it to swim and enjoy the summer vibes.,Brazil,sunny,Afternoon,summer,adventure,Adventure,1221998
A beach city with clear waters and resorts. I chose it for sightseeing and beautiful coastal views.,Egypt,not clear,Afternoon,not clear,urban,Excitement,1221998
